,id,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_phone_verification,require_guest_profile_picture,requires_license,reviews_per_month
1763,14191723,0%,100%,f,1.0,Charlestown,42.3790886009274,-71.06301537985014,Condominium,Entire home/apt,3,1.0,1.0,Real Bed,195.00,,25.00,1,0.00,1,3,0,,,,,,,,f,flexible,f,f,f,
1764,6627802,100%,100%,f,3.0,Charlestown,42.375254968139146,-71.0533086253225,Apartment,Entire home/apt,3,2.0,2.0,Real Bed,1000.00,1000.00,100.00,1,0.00,200,1125,0,,,,,,,,f,strict,f,f,f,
1765,5076880,100%,47%,t,1.0,Charlestown,42.37350982026992,-71.06314575016056,Apartment,Entire home/apt,3,1.0,2.0,Real Bed,225.00,,100.00,1,0.00,1,1125,20,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,f,f,f,1.09
1766,12356962,100%,40%,f,1.0,Charlestown,42.38302343438471,-71.07122356836284,Apartment,Entire home/apt,4,1.0,1.0,Real Bed,275.00,,,1,0.00,1,1125,15,96.0,10.0,10.0,10.0,10.0,9.0,9.0,f,flexible,f,f,f,3.13
1767,12372052,100%,89%,t,10.0,Charlestown,42.383230564659314,-71.07732678152603,Apartment,Entire home/apt,4,1.0,2.0,Real Bed,150.00,,35.00,4,0.00,1,1125,4,95.0,10.0,10.0,10.0,10.0,9.0,10.0,f,flexible,f,f,f,1.79
1768,13830152,100%,89%,t,10.0,Charlestown,42.383907080542,-71.07878595806467,Apartment,Private room,2,1.0,1.0,Real Bed,80.00,,25.00,1,25.00,1,1125,5,96.0,10.0,10.0,10.0,10.0,9.0,10.0,f,flexible,f,f,f,5.0
1769,5719606,100%,85%,f,4.0,Charlestown,42.3745554955836,-71.05977738376616,Apartment,Entire home/apt,3,2.0,2.0,Real Bed,330.00,250.00,85.00,3,0.00,2,120,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,f,0.7
1770,182613,100%,100%,f,1.0,Charlestown,42.377387032265055,-71.06043519614649,Apartment,Entire home/apt,8,1.0,3.0,Real Bed,169.00,,150.00,4,20.00,6,1125,50,92.0,10.0,10.0,10.0,10.0,9.0,9.0,t,flexible,f,f,f,0.81
1771,5620496,80%,33%,f,1.0,Charlestown,42.37816267880432,-71.06755657371468,Condominium,Entire home/apt,4,1.0,3.0,Real Bed,165.00,95.00,50.00,1,0.00,2,4,10,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,f,f,f,0.71
1772,82637,80%,67%,f,2.0,Charlestown,42.37833379967386,-71.06181846257596,Bed & Breakfast,Private room,2,1.0,1.0,Real Bed,175.00,,,1,0.00,2,730,16,80.0,8.0,8.0,9.0,9.0,9.0,8.0,f,strict,f,f,f,0.27
1773,3820516,100%,100%,f,4.0,Charlestown,42.376435492668044,-71.06535119211516,Bed & Breakfast,Private room,2,1.0,1.0,Real Bed,210.00,,25.00,1,0.00,2,21,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,f,0.11
1774,14501620,97%,81%,f,21.0,Charlestown,42.37681268310713,-71.05375564891699,Apartment,Entire home/apt,4,2.0,2.0,Real Bed,259.00,,100.00,1,0.00,2,1125,0,,,,,,,,f,moderate,f,f,f,
1775,13371105,100%,69%,f,7.0,Charlestown,42.38214291888439,-71.08064408416544,Apartment,Private room,2,1.5,1.0,Real Bed,39.00,200.00,25.00,1,10.00,14,1125,1,40.0,8.0,2.0,4.0,6.0,8.0,6.0,f,flexible,f,f,f,0.45
1776,14632658,100%,100%,f,2.0,Charlestown,42.38344850717835,-71.06511108423524,Townhouse,Private room,2,1.5,1.0,Real Bed,160.00,,,1,0.00,1,1125,0,,,,,,,,f,flexible,f,f,f,
1777,7321217,90%,67%,f,3.0,Charlestown,42.381540889560135,-71.07023648211687,Apartment,Entire home/apt,2,1.0,1.0,Real Bed,200.00,500.00,80.00,1,0.00,2,1125,18,98.0,10.0,10.0,10.0,10.0,10.0,9.0,f,moderate,f,f,f,1.47
1778,1102623,100%,89%,f,1.0,Charlestown,42.374757734019276,-71.05941798376456,Apartment,Private room,2,1.0,1.0,Real Bed,125.00,250.00,60.00,1,0.00,4,1125,47,95.0,10.0,10.0,10.0,10.0,10.0,9.0,f,moderate,f,f,f,2.01
1779,7472068,100%,100%,f,1.0,Charlestown,42.37824827391053,-71.06198813535029,Apartment,Entire home/apt,8,1.0,4.0,Real Bed,299.00,3000.00,120.00,4,30.00,1,1125,27,89.0,9.0,8.0,10.0,10.0,9.0,8.0,f,strict,f,f,f,2.04
1780,7053454,100%,100%,f,1.0,Charlestown,42.3800548793001,-71.0632410484762,House,Private room,2,1.0,1.0,Futon,200.00,,,1,0.00,1,1125,8,95.0,10.0,9.0,10.0,10.0,10.0,10.0,f,flexible,f,f,f,0.57
1781,1755376,89%,45%,f,558.0,West End,42.363802658237674,-71.06776691309119,Apartment,Entire home/apt,2,1.0,1.0,Real Bed,249.00,,150.00,1,0.00,4,1125,2,90.0,9.0,9.0,8.0,9.0,10.0,9.0,f,super_strict_30,t,f,f,0.06
1782,4917583,90%,71%,f,4.0,West End,42.36401181647057,-71.0678241233974,Apartment,Entire home/apt,4,1.0,2.0,Real Bed,185.00,500.00,150.00,1,0.00,30,360,0,,,,,,,,f,moderate,f,f,f,
1783,12130434,89%,45%,f,558.0,West End,42.364290528112214,-71.06837611724218,Apartment,Entire home/apt,4,2.0,2.0,Real Bed,349.00,,150.00,1,0.00,4,1125,2,90.0,9.0,8.0,9.0,8.0,10.0,8.0,f,super_strict_30,t,f,f,1.46
1784,10118573,98%,55%,f,749.0,West End,42.36327128472357,-71.06943159807113,Apartment,Entire home/apt,3,1.0,1.0,Real Bed,169.00,,100.00,1,0.00,10,1125,0,,,,,,,,f,strict,f,f,f,
1785,979759,89%,45%,f,558.0,West End,42.36623457702698,-71.06784618110888,Apartment,Entire home/apt,4,2.0,2.0,Real Bed,310.00,,150.00,1,0.00,7,1125,2,80.0,6.0,10.0,7.0,7.0,10.0,8.0,f,super_strict_30,t,f,f,0.05
1786,14423483,100%,36%,f,307.0,West End,42.36428350076047,-71.06535458734923,Apartment,Entire home/apt,5,2.0,2.0,Real Bed,119.00,,119.00,1,0.00,2,1125,0,,,,,,,,f,strict,f,f,f,
1787,14404992,100%,100%,f,1.0,West End,42.36604009903002,-71.06971034784158,Apartment,Private room,2,1.0,1.0,Real Bed,81.00,,75.00,1,0.00,2,1125,2,90.0,9.0,9.0,9.0,9.0,10.0,9.0,f,strict,f,f,f,2.0
1788,8696236,100%,100%,f,2.0,West End,42.36542676778461,-71.06773017706558,Condominium,Private room,2,1.0,2.0,Real Bed,105.00,250.00,,1,10.00,2,1125,31,94.0,10.0,9.0,10.0,10.0,10.0,9.0,t,moderate,f,f,f,3.56
1789,8814479,100%,36%,f,307.0,West End,42.36270729704196,-71.06547333129386,Apartment,Entire home/apt,5,2.0,3.0,Real Bed,146.00,,136.00,1,0.00,2,1125,2,90.0,9.0,10.0,8.0,9.0,9.0,9.0,f,strict,f,f,f,0.2
1790,8191739,100%,70%,f,2.0,West End,42.36319667502878,-71.06810431541516,Apartment,Private room,1,1.0,1.0,Real Bed,145.00,450.00,50.00,1,58.00,3,1125,8,91.0,9.0,9.0,10.0,10.0,10.0,10.0,f,strict,f,f,f,0.87
1791,965554,89%,45%,f,558.0,West End,42.36435857501135,-71.06953390564962,Apartment,Entire home/apt,4,1.0,2.0,Real Bed,349.00,,150.00,1,0.00,7,1125,6,100.0,10.0,10.0,8.0,9.0,10.0,9.0,f,super_strict_30,t,f,f,0.17
1792,8814039,100%,36%,f,307.0,West End,42.36379198928958,-71.06400908925353,Apartment,Entire home/apt,7,2.0,4.0,Real Bed,168.00,,136.00,1,0.00,2,1125,4,85.0,10.0,9.0,8.0,10.0,10.0,9.0,f,strict,f,f,f,0.54
1793,8813451,100%,36%,f,307.0,West End,42.36385227244247,-71.06469885843521,Apartment,Entire home/apt,7,2.0,4.0,Real Bed,224.00,,136.00,1,0.00,2,1125,10,94.0,10.0,9.0,9.0,9.0,10.0,10.0,f,strict,f,f,f,0.96
1794,14908177,100%,100%,f,3.0,West End,42.362245767771505,-71.06783677808164,Condominium,Entire home/apt,4,1.0,2.0,Real Bed,155.00,,,2,18.00,2,1125,0,,,,,,,,t,strict,f,f,f,
1795,1358531,89%,45%,f,558.0,West End,42.36334248637794,-71.06997794387378,Apartment,Entire home/apt,4,2.0,2.0,Real Bed,299.00,,200.00,1,0.00,4,730,3,93.0,8.0,10.0,10.0,10.0,9.0,9.0,f,super_strict_30,t,f,f,0.09
1796,4602191,90%,71%,f,4.0,West End,42.3641571120472,-71.06811908941427,Apartment,Entire home/apt,5,2.0,3.0,Real Bed,395.00,1000.00,150.00,1,0.00,3,365,0,,,,,,,,f,strict,f,f,f,
1797,7596262,98%,55%,f,749.0,West End,42.365029189554676,-71.06913786758388,Apartment,Entire home/apt,3,1.0,1.0,Real Bed,169.00,,100.00,1,0.00,10,1125,8,93.0,9.0,10.0,9.0,8.0,9.0,9.0,f,strict,f,f,f,0.63
1798,8191517,100%,70%,f,2.0,West End,42.3622516640254,-71.06804507757398,Apartment,Private room,1,1.0,1.0,Real Bed,155.00,400.00,35.00,1,40.00,3,120,4,80.0,8.0,8.0,10.0,8.0,10.0,8.0,f,strict,f,f,f,0.43
1799,12088322,98%,55%,f,749.0,West End,42.36550572317064,-71.0681813624302,Apartment,Entire home/apt,5,2.0,2.0,Real Bed,249.00,,100.00,1,0.00,10,1125,1,80.0,6.0,8.0,10.0,10.0,10.0,6.0,f,strict,f,f,f,0.31
1800,13545648,100%,69%,f,122.0,West End,42.364194918040496,-71.06430056689483,Apartment,Entire home/apt,4,2.0,2.0,Real Bed,315.00,,,1,0.00,10,1125,0,,,,,,,,f,moderate,f,f,f,
1801,10119075,98%,55%,f,749.0,West End,42.3648189588525,-71.06907671576316,Apartment,Entire home/apt,5,2.0,2.0,Real Bed,199.00,,100.00,1,0.00,10,1125,0,,,,,,,,f,strict,f,f,f,
1802,4467841,96%,68%,f,313.0,West End,42.36390010325937,-71.0699701804912,Apartment,Entire home/apt,5,2.0,3.0,Real Bed,289.00,,100.00,1,0.00,10,1125,1,100.0,8.0,10.0,10.0,8.0,10.0,10.0,f,moderate,t,f,f,0.34
1803,3931204,96%,68%,f,313.0,West End,42.36404531328841,-71.06478588150799,Apartment,Entire home/apt,3,1.0,2.0,Real Bed,220.00,,100.00,1,0.00,3,1125,9,96.0,9.0,10.0,9.0,9.0,9.0,9.0,f,moderate,t,f,f,0.39
1804,10118716,98%,55%,f,749.0,West End,42.36547467904622,-71.06891649349022,Apartment,Entire home/apt,5,2.0,2.0,Real Bed,199.00,,100.00,1,0.00,10,1125,0,,,,,,,,f,strict,f,f,f,
1805,9644312,100%,100%,f,2.0,West End,42.36129981829768,-71.07161759742179,Apartment,Private room,2,1.0,1.0,Real Bed,95.00,,20.00,1,0.00,1,1125,0,,,,,,,,f,flexible,f,f,f,
1806,10118946,98%,55%,f,749.0,West End,42.364861898081934,-71.06715419186051,Apartment,Entire home/apt,5,2.0,2.0,Real Bed,199.00,,100.00,1,0.00,10,1125,0,,,,,,,,f,strict,f,f,f,
1807,10118379,98%,55%,f,749.0,West End,42.36318985341243,-71.06910537918141,Apartment,Entire home/apt,3,1.0,1.0,Real Bed,169.00,,100.00,1,0.00,10,1125,0,,,,,,,,f,strict,f,f,f,
1808,7857318,98%,55%,f,749.0,West End,42.363603834323456,-71.07035471181379,Apartment,Entire home/apt,5,2.0,2.0,Real Bed,199.00,,100.00,1,0.00,10,1125,0,,,,,,,,f,strict,f,f,f,
1809,10118091,98%,55%,f,749.0,West End,42.36523377941854,-71.0677963849673,Apartment,Entire home/apt,3,1.0,1.0,Real Bed,169.00,,100.00,1,0.00,10,1125,0,,,,,,,,f,strict,f,f,f,
1810,10052037,98%,55%,f,749.0,West End,42.364801672919455,-71.06865495357738,Apartment,Entire home/apt,3,1.0,1.0,Real Bed,169.00,,100.00,1,0.00,10,1125,0,,,,,,,,f,strict,f,f,f,
1811,10152056,98%,55%,f,749.0,West End,42.36480762291193,-71.0689303934233,Apartment,Entire home/apt,3,1.0,1.0,Real Bed,169.00,,100.00,1,0.00,10,1125,0,,,,,,,,f,strict,f,f,f,
1812,10119193,98%,55%,f,749.0,West End,42.364668042853936,-71.06942445347282,Apartment,Entire home/apt,5,2.0,2.0,Real Bed,199.00,,100.00,1,0.00,10,1125,0,,,,,,,,f,strict,f,f,f,
1813,10051649,98%,55%,f,749.0,West End,42.364795850531934,-71.07010306472651,Apartment,Entire home/apt,5,2.0,2.0,Real Bed,199.00,,100.00,1,0.00,10,1125,0,,,,,,,,f,strict,f,f,f,
1814,25418,89%,45%,f,558.0,West End,42.364944979709705,-71.06766819894484,Apartment,Entire home/apt,2,1.0,1.0,Real Bed,249.00,,200.00,1,0.00,3,730,4,95.0,8.0,9.0,8.0,8.0,8.0,8.0,f,super_strict_30,t,f,f,0.06
1815,10051842,98%,55%,f,749.0,West End,42.36513193449141,-71.06975166423223,Apartment,Entire home/apt,5,2.0,2.0,Real Bed,199.00,,100.00,1,0.00,3,1125,1,80.0,10.0,8.0,8.0,8.0,10.0,6.0,f,strict,f,f,f,0.19
1816,7855702,98%,55%,f,749.0,West End,42.365147439070256,-71.06754832855776,Apartment,Entire home/apt,5,2.0,2.0,Real Bed,199.00,,100.00,1,0.00,10,1125,0,,,,,,,,f,strict,f,f,f,
1817,11967208,,,f,1.0,West End,42.36169550538031,-71.06575767216657,Apartment,Entire home/apt,10,2.5,3.0,Real Bed,450.00,,100.00,1,0.00,1,1125,0,,,,,,,,f,flexible,f,f,f,
1818,4610745,100%,100%,f,1.0,West End,42.36123199619656,-71.07050791596411,Apartment,Entire home/apt,2,1.0,1.0,Real Bed,99.00,,25.00,1,10.00,2,99,18,95.0,9.0,9.0,10.0,10.0,10.0,10.0,f,strict,f,f,f,0.9
1819,23668,89%,45%,f,558.0,West End,42.36386502353799,-71.06895043843967,Apartment,Entire home/apt,2,1.0,1.0,Real Bed,249.00,,150.00,4,0.00,4,365,0,,,,,,,,f,super_strict_30,t,f,f,
1820,10119327,98%,55%,f,749.0,West End,42.363291307506536,-71.06710681709838,Apartment,Entire home/apt,5,2.0,2.0,Real Bed,199.00,,100.00,1,0.00,10,1125,0,,,,,,,,f,strict,f,f,f,
1821,10327517,,,f,1.0,West End,42.36512257188307,-71.06859844486101,Apartment,Entire home/apt,4,1.0,1.0,Real Bed,135.00,,,1,0.00,1,1125,0,,,,,,,,f,flexible,f,f,f,
1822,6015995,98%,55%,f,749.0,West End,42.36372540039418,-71.06815872074992,Apartment,Entire home/apt,3,1.0,1.0,Real Bed,189.00,,100.00,1,0.00,10,1125,4,75.0,9.0,9.0,7.0,8.0,9.0,8.0,f,strict,f,f,f,0.35
1823,7308623,,,f,1.0,West End,42.3618458600874,-71.06834786495743,Apartment,Private room,1,1.0,1.0,Real Bed,60.00,300.00,50.00,1,0.00,2,1125,1,100.0,10.0,8.0,10.0,10.0,10.0,10.0,f,strict,f,f,f,0.21
1824,4489920,96%,68%,f,313.0,West End,42.363408005140684,-71.06763390122244,Apartment,Entire home/apt,3,1.0,2.0,Real Bed,209.00,,100.00,1,0.00,10,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,t,f,f,0.04
1825,2769450,90%,90%,f,2.0,West End,42.36342019650638,-71.07108145608237,Apartment,Entire home/apt,3,1.0,2.0,Real Bed,280.00,,,1,0.00,3,1125,3,100.0,10.0,9.0,10.0,10.0,10.0,10.0,f,flexible,f,f,f,0.78
1826,14467554,100%,100%,f,1.0,West End,42.363543509084366,-71.0694596748249,Apartment,Entire home/apt,4,1.0,3.0,Real Bed,275.00,,,1,0.00,2,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,f,1.0
1827,1867881,96%,68%,f,313.0,West End,42.36511606061526,-71.06926304774595,Apartment,Entire home/apt,5,2.0,3.0,Real Bed,269.00,,100.00,1,0.00,10,1125,4,90.0,10.0,10.0,10.0,10.0,10.0,9.0,f,moderate,t,f,f,0.13
1828,1131634,100%,87%,t,12.0,West End,42.36459424641549,-71.06548310163456,Apartment,Entire home/apt,4,1.0,2.0,Real Bed,219.00,,,2,25.00,3,99,24,98.0,10.0,10.0,9.0,10.0,10.0,10.0,f,strict,f,f,f,0.64
1829,67774,100%,93%,f,12.0,Beacon Hill,42.35866925366806,-71.06331526509506,Apartment,Entire home/apt,3,1.0,1.0,Real Bed,110.00,1000.00,250.00,0,0.00,6,90,11,93.0,10.0,9.0,10.0,10.0,10.0,9.0,f,strict,f,f,f,0.24
1830,8309711,100%,90%,f,1.0,Beacon Hill,42.36115665691108,-71.06603416127884,Condominium,Entire home/apt,4,1.0,2.0,Real Bed,275.00,,30.00,1,0.00,1,1125,29,94.0,10.0,10.0,10.0,10.0,10.0,9.0,f,strict,f,f,f,2.76
1831,5659866,90%,0%,f,1.0,Beacon Hill,42.35781632723257,-71.06665887467764,Apartment,Entire home/apt,4,2.5,1.0,Real Bed,200.00,,,1,0.00,1,1125,4,100.0,10.0,10.0,10.0,10.0,10.0,9.0,f,moderate,f,f,f,0.24
1832,1303261,75%,100%,f,1.0,Beacon Hill,42.35880310715034,-71.06972215883614,Apartment,Entire home/apt,2,1.0,1.0,Real Bed,425.00,275.00,55.00,2,45.00,2,180,19,87.0,10.0,9.0,10.0,10.0,10.0,9.0,f,strict,t,t,f,0.53
1833,6432655,60%,43%,f,1.0,Beacon Hill,42.36059643780757,-71.06666051364803,Apartment,Entire home/apt,2,1.0,1.0,Real Bed,150.00,,70.00,2,0.00,30,90,34,91.0,9.0,9.0,9.0,9.0,10.0,9.0,f,flexible,f,f,f,2.24
1834,13249829,100%,100%,f,1.0,Beacon Hill,42.36038187728936,-71.06780657681584,Apartment,Entire home/apt,4,1.0,2.0,Real Bed,128.00,1000.00,100.00,1,0.00,15,45,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,f,1.11
1835,4900659,100%,79%,f,1.0,Beacon Hill,42.360626928752986,-71.06580134322449,Apartment,Entire home/apt,2,1.0,1.0,Real Bed,177.00,,20.00,1,0.00,1,1125,30,91.0,9.0,9.0,10.0,10.0,10.0,9.0,f,strict,f,f,f,1.51
1836,7928656,,,f,1.0,Beacon Hill,42.359342901967416,-71.06879855556029,Apartment,Entire home/apt,4,1.0,2.0,Real Bed,150.00,,,1,0.00,1,1125,0,,,,,,,,f,flexible,f,f,f,
1837,9386847,,,f,1.0,Beacon Hill,42.359354995830294,-71.06436761787046,Apartment,Entire home/apt,5,1.0,2.0,Real Bed,220.00,,,1,0.00,1,1125,0,,,,,,,,f,flexible,f,f,f,
1838,6444148,92%,76%,t,2.0,Beacon Hill,42.35997590586026,-71.06678112347387,Apartment,Entire home/apt,2,1.0,1.0,Real Bed,155.00,100.00,,1,0.00,1,40,24,93.0,9.0,10.0,10.0,9.0,10.0,9.0,f,strict,f,f,f,1.73
1839,10311094,77%,33%,f,16.0,Beacon Hill,42.35687785981932,-71.07395820653974,Apartment,Entire home/apt,8,3.0,3.0,Real Bed,399.00,,,1,0.00,2,1125,5,84.0,8.0,8.0,8.0,9.0,9.0,8.0,f,strict,f,f,f,0.71
1840,9596153,,,f,1.0,Beacon Hill,42.358050489894815,-71.07132938575543,Apartment,Entire home/apt,1,1.0,1.0,Real Bed,159.00,200.00,25.00,1,0.00,3,1125,0,,,,,,,,f,strict,f,f,f,
1841,14025410,100%,100%,f,1.0,Beacon Hill,42.35998238011228,-71.06812793775775,Apartment,Entire home/apt,2,1.0,1.0,Real Bed,99.00,,35.00,1,0.00,2,8,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,f,f,f,1.0
1842,3377871,100%,0%,f,4.0,Beacon Hill,42.36082994661295,-71.06417988061659,Apartment,Private room,2,2.0,1.0,Real Bed,120.00,,30.00,1,5.00,2,1125,38,82.0,8.0,9.0,8.0,9.0,10.0,8.0,f,strict,f,f,f,1.43
1843,59776,,,f,1.0,Beacon Hill,42.357708039786466,-71.07242019916289,Bed & Breakfast,Private room,2,1.0,1.0,Real Bed,270.00,,,2,25.00,4,30,2,80.0,,,,,,,f,strict,f,f,f,0.06
1844,6488924,100%,100%,f,1.0,Beacon Hill,42.36029552671589,-71.06958375676562,Apartment,Private room,1,1.0,1.0,Real Bed,150.00,,,1,0.00,1,1125,0,,,,,,,,f,flexible,f,f,f,
1845,9232355,100%,94%,f,11.0,Beacon Hill,42.35839219543199,-71.06437784180719,Apartment,Entire home/apt,2,1.0,2.0,Real Bed,89.00,100.00,40.00,2,25.00,1,1125,36,78.0,7.0,8.0,9.0,10.0,10.0,8.0,f,strict,f,f,f,3.54
1846,11202183,100%,100%,f,2.0,Beacon Hill,42.357721022845844,-71.06628546479884,House,Entire home/apt,3,1.0,2.0,Real Bed,199.00,,30.00,1,0.00,1,31,20,100.0,10.0,10.0,10.0,10.0,10.0,9.0,t,moderate,f,f,f,7.23
1847,4718577,14%,90%,f,3.0,Beacon Hill,42.3576620251356,-71.0706933971195,Apartment,Private room,2,1.0,1.0,Real Bed,120.00,,,1,35.00,1,1125,11,91.0,9.0,8.0,10.0,9.0,10.0,9.0,f,flexible,f,f,f,0.65
1848,12648403,97%,95%,f,4.0,Beacon Hill,42.35890339819018,-71.07009064770922,Apartment,Entire home/apt,2,1.0,1.0,Real Bed,133.00,,50.00,2,20.00,2,1125,20,91.0,9.0,9.0,10.0,10.0,10.0,9.0,f,strict,f,f,f,5.5
1849,13778731,100%,83%,f,1.0,Beacon Hill,42.35913965938924,-71.0710973210847,Apartment,Entire home/apt,3,1.0,1.0,Real Bed,275.00,200.00,65.00,1,0.00,2,5,3,93.0,10.0,10.0,10.0,10.0,10.0,9.0,f,flexible,f,f,f,2.43
1850,2126053,90%,100%,f,1.0,Beacon Hill,42.3567161004591,-71.07147169563085,Apartment,Entire home/apt,2,1.0,1.0,Real Bed,165.00,,,1,0.00,5,1125,37,94.0,9.0,10.0,10.0,10.0,10.0,9.0,f,strict,f,f,f,1.26
1851,5690640,90%,56%,f,1.0,Beacon Hill,42.358415084888904,-71.06891422209479,Apartment,Entire home/apt,2,1.0,1.0,Real Bed,300.00,,,1,0.00,5,1125,2,90.0,10.0,8.0,10.0,10.0,10.0,10.0,f,strict,f,f,f,0.52
1852,2823378,100%,0%,f,4.0,Beacon Hill,42.3608016479687,-71.06450367804659,Apartment,Private room,1,1.0,1.0,Real Bed,100.00,,30.00,1,0.00,2,1125,31,89.0,9.0,9.0,9.0,10.0,10.0,9.0,f,strict,f,f,f,1.07
1853,13810937,100%,100%,f,1.0,Beacon Hill,42.3604697212397,-71.06954017181788,Apartment,Private room,1,1.0,1.0,Real Bed,85.00,95.00,10.00,1,0.00,1,1125,2,90.0,9.0,8.0,10.0,10.0,10.0,9.0,f,flexible,f,f,f,1.09
1854,7633883,98%,66%,f,22.0,Beacon Hill,42.35737821295598,-71.07135090525699,Apartment,Entire home/apt,6,1.5,3.0,Real Bed,769.00,500.00,125.00,1,0.00,2,1125,7,100.0,10.0,10.0,10.0,10.0,10.0,8.0,f,strict,f,f,f,0.57
1855,8732121,100%,91%,f,52.0,Beacon Hill,42.360708765943436,-71.06421829728033,Apartment,Entire home/apt,2,1.0,1.0,Real Bed,155.00,,225.00,1,0.00,7,1125,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,f,0.2
1856,2423613,100%,0%,f,4.0,Beacon Hill,42.36090969048259,-71.06510423932899,Apartment,Private room,1,1.0,1.0,Real Bed,85.00,,25.00,1,25.00,3,1125,13,72.0,8.0,8.0,8.0,9.0,10.0,8.0,f,strict,f,f,f,0.47
1857,13728510,99%,81%,f,30.0,Beacon Hill,42.35915094654585,-71.06681643718575,Apartment,Entire home/apt,3,1.0,1.0,Real Bed,255.00,,50.00,1,0.00,1,1125,9,93.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,f,5.0
1858,12493396,100%,100%,f,1.0,Beacon Hill,42.358480754877796,-71.06947903170361,Apartment,Entire home/apt,4,1.0,1.0,Real Bed,299.00,,,3,50.00,2,1125,3,93.0,9.0,9.0,10.0,10.0,10.0,10.0,f,strict,f,f,f,0.9
1859,8052494,100%,90%,f,1.0,Beacon Hill,42.358332710630535,-71.06717657031841,Apartment,Entire home/apt,2,1.0,2.0,Real Bed,143.00,,,1,0.00,1,4,2,100.0,9.0,9.0,10.0,10.0,10.0,10.0,f,flexible,f,f,f,2.0
1860,7092874,,,f,1.0,Beacon Hill,42.355697356868326,-71.07316574199247,Condominium,Entire home/apt,4,1.5,3.0,Real Bed,260.00,1000.00,100.00,1,0.00,5,15,1,80.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,f,0.07
1861,13433475,99%,81%,f,30.0,Beacon Hill,42.35849848510465,-71.06925489113058,Apartment,Entire home/apt,8,2.0,3.0,Real Bed,267.00,99.00,65.00,4,50.00,1,1125,8,78.0,9.0,8.0,9.0,9.0,10.0,8.0,f,strict,f,f,f,4.29
1862,2947662,100%,100%,t,2.0,Beacon Hill,42.36000710094668,-71.06661125772438,Apartment,Entire home/apt,6,1.0,2.0,Real Bed,299.00,,85.00,4,50.00,3,1125,84,99.0,10.0,10.0,10.0,10.0,10.0,10.0,t,strict,f,f,f,3.0
1863,7911936,100%,91%,f,52.0,Beacon Hill,42.36083639726832,-71.06412894008766,Apartment,Entire home/apt,2,1.0,1.0,Real Bed,155.00,,225.00,1,0.00,7,1125,7,86.0,9.0,9.0,10.0,9.0,9.0,7.0,f,strict,f,f,f,0.63
1864,2754975,100%,100%,t,1.0,Beacon Hill,42.35756837956525,-71.06366054660595,Apartment,Entire home/apt,4,1.0,2.0,Real Bed,250.00,,60.00,1,0.00,1,1125,30,97.0,10.0,10.0,10.0,10.0,10.0,9.0,f,strict,f,f,f,1.12
1865,13521992,100%,94%,f,7.0,Beacon Hill,42.35836713965818,-71.06982921255648,Apartment,Private room,2,1.0,1.0,Real Bed,169.00,,40.00,2,39.00,1,1125,0,,,,,,,,t,moderate,f,f,f,
1866,13138055,38%,77%,f,2.0,Beacon Hill,42.35847192699124,-71.06826281362132,Apartment,Private room,2,1.0,1.0,Real Bed,75.00,,,1,0.00,2,1125,7,94.0,10.0,7.0,10.0,9.0,10.0,9.0,f,strict,f,f,f,2.14
1867,7713815,100%,91%,f,52.0,Beacon Hill,42.35958021977073,-71.06396674324603,Apartment,Entire home/apt,2,1.0,1.0,Real Bed,137.00,,225.00,1,0.00,7,1125,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,f,2.0
1868,8747720,100%,33%,f,1.0,Beacon Hill,42.35840072260606,-71.07021793673707,Apartment,Entire home/apt,2,1.0,1.0,Real Bed,225.00,,,2,100.00,1,1125,6,100.0,10.0,10.0,10.0,10.0,10.0,9.0,f,moderate,f,f,f,0.54
1869,4995033,90%,77%,f,1.0,Beacon Hill,42.359748575194594,-71.06617818430853,Apartment,Entire home/apt,3,1.0,2.0,Real Bed,220.00,100.00,40.00,2,50.00,2,1125,33,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,f,2.04
