,id,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_phone_verification,require_guest_profile_picture,requires_license,reviews_per_month
0,12147973,,,f,1.0,Roslindale,42.28261879577949,-71.13306792912681,House,Entire home/apt,4,1.5,3.0,Real Bed,250.00,,35.00,1,0.00,2,1125,0,,,,,,,,f,moderate,f,f,f,
1,3075044,100%,100%,f,1.0,Roslindale,42.286240821867416,-71.13437396457161,Apartment,Private room,2,1.0,1.0,Real Bed,65.00,95.00,10.00,0,0.00,2,15,36,94.0,10.0,9.0,10.0,10.0,9.0,9.0,t,moderate,f,f,f,1.3
2,6976,100%,88%,t,1.0,Roslindale,42.29243788665679,-71.13576525374667,Apartment,Private room,2,1.0,1.0,Real Bed,65.00,,,1,20.00,3,45,41,98.0,10.0,9.0,10.0,10.0,9.0,10.0,f,moderate,f,t,f,0.47
3,1436513,100%,50%,f,1.0,Roslindale,42.281106188273654,-71.12102117350554,House,Private room,4,1.0,2.0,Real Bed,75.00,100.00,50.00,2,25.00,1,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,f,f,f,1.0
4,7651065,100%,100%,t,1.0,Roslindale,42.28451220982457,-71.1362580468337,House,Private room,2,1.5,2.0,Real Bed,79.00,,15.00,1,0.00,2,31,29,99.0,10.0,10.0,10.0,10.0,9.0,10.0,f,flexible,f,f,f,2.25
5,12386020,100%,95%,t,2.0,Roslindale,42.291689800769035,-71.13189277475922,Condominium,Private room,2,1.0,1.0,Real Bed,75.00,,30.00,1,0.00,2,1125,8,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,flexible,f,f,f,1.7
6,5706985,98%,96%,f,5.0,Roslindale,42.28138962623447,-71.13119041987277,Apartment,Entire home/apt,3,1.0,2.0,Real Bed,100.00,,,1,25.00,1,1125,57,90.0,10.0,10.0,10.0,10.0,9.0,9.0,f,strict,f,f,f,4.0
7,2843445,100%,100%,t,2.0,Roslindale,42.28194609607024,-71.14102161135577,House,Private room,2,2.0,1.0,Real Bed,75.00,,10.00,1,15.00,1,1125,67,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,t,t,f,2.38
8,753446,100%,100%,t,1.0,Roslindale,42.285877639201935,-71.12490955692161,Condominium,Private room,2,1.0,2.0,Real Bed,58.00,,,2,0.00,2,1125,65,96.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,f,f,f,5.36
9,849408,100%,100%,t,2.0,Roslindale,42.288820283584535,-71.1395101021012,Apartment,Entire home/apt,5,1.0,2.0,Real Bed,229.00,200.00,50.00,4,25.00,4,10,33,94.0,10.0,9.0,10.0,10.0,9.0,9.0,f,strict,f,f,f,1.01
10,12023024,83%,100%,f,1.0,Roslindale,42.286448197788786,-71.13932538848039,House,Private room,2,1.0,1.0,Real Bed,60.00,,30.00,1,10.00,1,1125,1,80.0,10.0,8.0,8.0,10.0,10.0,10.0,f,flexible,f,f,f,0.36
11,1668313,100%,89%,t,2.0,Roslindale,42.281941832424685,-71.13337190191741,House,Private room,1,1.0,1.0,Real Bed,57.00,,40.00,1,0.00,1,1125,17,94.0,9.0,10.0,10.0,10.0,9.0,9.0,f,flexible,f,f,f,0.48
12,2684840,100%,100%,f,2.0,Roslindale,42.29172341146307,-71.13155602161845,Condominium,Entire home/apt,4,1.0,2.0,Real Bed,93.00,,40.00,1,0.00,1,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,flexible,f,f,f,0.64
13,13547301,100%,97%,f,1.0,Roslindale,42.287641034701096,-71.12988286590424,Apartment,Entire home/apt,5,1.0,3.0,Real Bed,150.00,,50.00,5,30.00,2,21,12,97.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,f,f,f,4.93
14,5434353,75%,100%,f,1.0,Roslindale,42.28626473620894,-71.13706513072117,House,Entire home/apt,2,1.5,2.0,Real Bed,145.00,500.00,150.00,2,35.00,3,1125,7,91.0,9.0,9.0,10.0,9.0,9.0,9.0,f,moderate,f,f,f,0.56
15,225979,100%,79%,f,2.0,Roslindale,42.2814520694321,-71.12925004404066,Apartment,Private room,1,0.0,1.0,Real Bed,60.00,,,1,0.00,1,365,70,96.0,9.0,10.0,10.0,10.0,9.0,10.0,t,strict,f,f,f,1.16
16,3420384,100%,100%,f,1.0,Roslindale,42.27440801253166,-71.12529404441553,House,Private room,4,1.0,3.0,Real Bed,165.00,,50.00,3,15.00,3,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,f,f,f,1.0
17,13512930,100%,100%,f,2.0,Roslindale,42.29181491557826,-71.13158793430709,Condominium,Private room,2,1.0,1.0,Real Bed,75.00,,20.00,1,15.00,1,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,flexible,f,f,f,0.37
18,7482195,100%,100%,t,3.0,Roslindale,42.282224755841604,-71.11518855890074,House,Private room,1,1.0,1.0,Real Bed,49.00,,,1,10.00,5,1125,0,,,,,,,,f,strict,f,f,f,
19,7252607,100%,100%,t,3.0,Roslindale,42.28280175042395,-71.11514509094087,House,Private room,2,1.0,1.0,Real Bed,49.00,,,1,10.00,5,1125,4,95.0,9.0,10.0,10.0,10.0,9.0,10.0,f,strict,f,f,f,0.29
20,2583074,100%,94%,t,3.0,Roslindale,42.27964781834151,-71.13605872909109,Villa,Private room,1,2.5,1.0,Real Bed,40.00,,,1,0.00,2,1125,31,99.0,10.0,10.0,10.0,10.0,9.0,10.0,f,flexible,f,f,f,1.24
21,13251243,100%,100%,f,1.0,Roslindale,42.29403534422037,-71.13223724631055,House,Entire home/apt,3,1.0,2.0,Real Bed,120.00,150.00,50.00,3,0.00,2,6,16,98.0,10.0,10.0,10.0,10.0,10.0,10.0,t,moderate,f,f,f,5.93
22,225834,100%,79%,f,2.0,Roslindale,42.280528126236185,-71.13084254103526,Apartment,Private room,2,0.0,1.0,Real Bed,70.00,,,1,10.00,1,365,38,98.0,9.0,10.0,10.0,10.0,9.0,9.0,t,strict,f,f,f,0.63
23,6400432,100%,63%,f,1.0,Roslindale,42.27838291101699,-71.12878009724983,House,Entire home/apt,8,1.0,5.0,Real Bed,150.00,150.00,100.00,6,0.00,3,1125,21,88.0,9.0,9.0,9.0,10.0,9.0,10.0,f,flexible,f,f,f,1.58
24,5498472,,,f,1.0,Roslindale,42.27683095063724,-71.12955973831468,House,Entire home/apt,5,3.5,3.0,Real Bed,175.00,500.00,100.00,1,0.00,14,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,f,f,f,0.07
25,894539,100%,92%,t,2.0,Roslindale,42.290903928902345,-71.13023771355206,House,Private room,2,1.5,1.0,Real Bed,95.00,,10.00,1,0.00,1,1125,40,96.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,f,f,f,1.13
26,879929,100%,100%,f,1.0,Roslindale,42.291519991700966,-71.13185776978565,Apartment,Private room,2,1.0,1.0,Real Bed,90.00,,,1,0.00,1,1125,43,95.0,10.0,9.0,10.0,10.0,9.0,9.0,f,strict,f,f,f,1.06
27,9218312,100%,100%,t,1.0,Roslindale,42.289071070855776,-71.12823296377442,House,Private room,2,1.0,1.0,Real Bed,95.00,,15.00,1,0.00,2,1125,33,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,f,f,f,4.02
28,321328,60%,100%,f,1.0,Roslindale,42.29223824022419,-71.13449706289938,Apartment,Private room,2,1.0,2.0,Real Bed,100.00,,,1,100.00,1,30,11,90.0,9.0,8.0,10.0,9.0,9.0,9.0,f,flexible,f,f,f,0.21
29,1810172,100%,89%,t,2.0,Roslindale,42.28208581195228,-71.1333486774579,House,Private room,2,1.0,1.0,Real Bed,67.00,,40.00,1,5.00,1,1125,20,96.0,10.0,9.0,10.0,10.0,9.0,10.0,f,flexible,f,f,f,0.58
30,6513924,95%,100%,f,1.0,Roslindale,42.284561507299415,-71.11972634316602,Condominium,Private room,1,1.0,1.0,Real Bed,55.00,,,1,0.00,1,4,30,92.0,10.0,9.0,10.0,10.0,9.0,9.0,f,flexible,f,f,f,1.93
31,7093109,100%,100%,f,1.0,Roslindale,42.276968619499286,-71.11775586431584,Apartment,Entire home/apt,6,1.0,2.0,Real Bed,200.00,200.00,85.00,4,20.00,2,1125,2,100.0,10.0,10.0,10.0,10.0,9.0,10.0,t,strict,f,f,f,0.38
32,14690527,,,f,1.0,Roslindale,42.28922069154087,-71.13071326524191,Apartment,Entire home/apt,4,1.0,2.0,Real Bed,150.00,,,1,0.00,1,1125,0,,,,,,,,t,flexible,f,f,f,
33,7086825,100%,100%,t,3.0,Roslindale,42.28228162657036,-71.11681747458199,House,Private room,1,1.0,1.0,Real Bed,49.00,,,1,10.00,5,1125,10,98.0,9.0,9.0,10.0,10.0,9.0,10.0,f,strict,f,f,f,0.72
34,1861070,100%,71%,f,1.0,Roslindale,42.276912922929995,-71.12823284429416,House,Private room,1,1.5,1.0,Real Bed,75.00,,,1,0.00,1,1125,17,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,f,f,f,0.59
35,4283698,100%,95%,f,2.0,Roslindale,42.28967076428995,-71.13728640869121,House,Entire home/apt,4,1.0,2.0,Real Bed,110.00,,25.00,2,20.00,3,1125,55,87.0,9.0,9.0,10.0,10.0,9.0,9.0,f,strict,f,f,f,2.36
36,10116095,100%,100%,f,1.0,Roslindale,42.289603216466745,-71.13336748771151,Apartment,Private room,2,1.0,1.0,Real Bed,115.00,200.00,35.00,1,0.00,1,1125,0,,,,,,,,f,strict,f,f,f,
37,8548176,98%,96%,f,5.0,Roslindale,42.27917609759368,-71.13277179664853,House,Entire home/apt,16,1.0,5.0,Real Bed,125.00,250.00,50.00,1,25.00,1,1125,24,91.0,10.0,10.0,10.0,10.0,9.0,9.0,f,strict,f,f,f,2.07
38,4922204,98%,96%,f,5.0,Roslindale,42.28214228250037,-71.12904915306451,House,Entire home/apt,16,2.5,7.0,Real Bed,200.00,250.00,50.00,1,25.00,1,1125,82,95.0,10.0,10.0,10.0,10.0,10.0,9.0,f,strict,f,f,f,4.32
39,4085362,100%,100%,t,2.0,Roslindale,42.281748516890026,-71.14031783726143,House,Private room,2,2.0,1.0,Real Bed,75.00,,10.00,1,15.00,1,1125,20,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,t,t,f,0.87
40,3755609,100%,100%,f,1.0,Roslindale,42.275637199479654,-71.12480041713683,House,Private room,1,1.0,1.0,Real Bed,78.00,500.00,25.00,1,0.00,3,1125,21,95.0,9.0,9.0,10.0,10.0,9.0,9.0,t,flexible,f,f,f,0.87
41,13768853,100%,100%,f,1.0,Roslindale,42.28759769917666,-71.13448153404433,Apartment,Private room,4,1.0,2.0,Real Bed,50.00,,10.00,1,0.00,2,15,10,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,f,f,f,5.77
42,1936861,100%,71%,t,1.0,Roslindale,42.28997231000651,-71.13614631892551,Apartment,Private room,1,1.0,1.0,Real Bed,60.00,,,1,10.00,1,1125,143,98.0,10.0,10.0,10.0,10.0,9.0,10.0,f,flexible,f,f,f,4.39
43,4461111,100%,94%,t,3.0,Roslindale,42.27896822197632,-71.13671455617596,House,Private room,1,1.5,1.0,Real Bed,45.00,,,1,0.00,2,1125,2,100.0,9.0,10.0,10.0,9.0,7.0,9.0,f,flexible,f,f,f,0.54
44,1724900,77%,89%,f,2.0,Roslindale,42.28290545627205,-71.13267673899495,House,Entire home/apt,4,1.0,2.0,Real Bed,145.00,446.00,56.00,3,33.00,5,1125,26,92.0,10.0,10.0,10.0,10.0,9.0,9.0,f,strict,f,f,f,0.74
45,13937181,100%,83%,f,1.0,Roslindale,42.27636367614069,-71.13643292507432,House,Private room,2,2.0,1.0,Real Bed,45.00,,,1,10.00,2,1125,5,96.0,10.0,9.0,10.0,10.0,9.0,9.0,f,flexible,f,f,f,3.13
46,3968797,100%,92%,t,2.0,Roslindale,42.29110718003285,-71.13133846374734,House,Private room,2,1.5,1.0,Real Bed,85.00,,10.00,1,0.00,1,1125,29,97.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,f,f,f,1.67
47,1494726,100%,100%,f,1.0,Roslindale,42.27571563204639,-71.13013942666514,House,Private room,1,1.0,1.0,Real Bed,75.00,200.00,50.00,1,25.00,3,1125,9,93.0,9.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,f,0.37
48,8473851,100%,91%,f,1.0,Roslindale,42.27493019121742,-71.13062800634724,House,Private room,2,2.0,1.0,Real Bed,50.00,,,1,10.00,2,1125,14,99.0,10.0,10.0,10.0,10.0,9.0,10.0,f,flexible,f,f,f,1.23
49,3575220,100%,94%,t,3.0,Roslindale,42.280278913054104,-71.13586963457317,House,Private room,1,2.5,1.0,Real Bed,45.00,,,1,0.00,2,1125,8,97.0,10.0,9.0,10.0,10.0,9.0,10.0,f,flexible,f,f,f,0.33
50,1591827,100%,67%,f,1.0,Roslindale,42.28556002712625,-71.1239986992945,House,Private room,2,1.0,1.0,Real Bed,60.00,,,2,50.00,2,5,117,92.0,10.0,10.0,10.0,10.0,9.0,9.0,f,moderate,f,f,f,3.22
51,3229255,90%,94%,t,1.0,Roslindale,42.287025610360985,-71.13353878797959,Apartment,Entire home/apt,3,1.0,1.0,Real Bed,95.00,250.00,35.00,1,0.00,1,180,53,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,f,2.07
52,1721016,77%,89%,f,2.0,Roslindale,42.28606772927463,-71.13236250334809,Apartment,Entire home/apt,2,1.0,1.0,Real Bed,89.00,223.00,45.00,2,39.00,3,1125,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,f,0.12
53,12535687,,,f,1.0,Roslindale,42.28389087384849,-71.13140826651366,Apartment,Entire home/apt,3,1.0,2.0,Real Bed,110.00,,25.00,1,25.00,2,1125,0,,,,,,,,f,flexible,f,f,f,
54,12994227,100%,100%,f,1.0,Roslindale,42.293924644315325,-71.1354893588797,Condominium,Private room,2,1.0,1.0,Pull-out Sofa,65.00,,20.00,1,15.00,1,1125,0,,,,,,,,f,flexible,f,f,f,
55,12927298,100%,100%,f,1.0,Roslindale,42.29061655718749,-71.13273461483398,House,Entire home/apt,7,2.0,3.0,Real Bed,285.00,500.00,125.00,5,25.00,3,1125,2,80.0,10.0,10.0,10.0,10.0,8.0,6.0,f,strict,f,f,f,1.15
56,169938,50%,100%,f,1.0,Jamaica Plain,42.313791962580474,-71.1033874115732,Apartment,Entire home/apt,4,1.0,1.0,Real Bed,140.00,,125.00,4,0.00,3,730,1,,,,,,,,f,moderate,f,f,f,1.0
57,594693,100%,100%,f,2.0,Jamaica Plain,42.307974813109155,-71.11622135298697,Apartment,Private room,2,1.0,1.0,Real Bed,70.00,,10.00,1,10.00,2,1125,23,93.0,9.0,8.0,10.0,10.0,10.0,9.0,f,strict,f,f,f,0.46
58,2384581,93%,73%,f,2.0,Jamaica Plain,42.309356585821945,-71.11682730260223,House,Private room,2,1.0,1.0,Real Bed,95.00,,,1,20.00,1,14,14,93.0,9.0,9.0,10.0,10.0,10.0,9.0,f,flexible,f,f,f,0.46
59,735970,,,f,1.0,Jamaica Plain,42.316912213905745,-71.1130254234823,Bed & Breakfast,Private room,2,1.0,1.0,Real Bed,55.00,,,1,0.00,300,365,3,100.0,10.0,9.0,9.0,9.0,10.0,10.0,f,flexible,f,f,f,0.06
60,4262255,100%,89%,t,1.0,Jamaica Plain,42.303984557617724,-71.10449360644688,Apartment,Private room,2,1.0,1.0,Real Bed,80.00,,,1,0.00,2,8,57,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,f,f,f,2.48
61,4000384,70%,85%,f,2.0,Jamaica Plain,42.31632875548343,-71.09909641577437,House,Private room,2,1.0,1.0,Real Bed,120.00,,,1,0.00,2,1125,58,97.0,10.0,10.0,10.0,10.0,9.0,10.0,f,flexible,f,f,f,2.36
62,6693305,100%,89%,t,4.0,Jamaica Plain,42.320022523679384,-71.10594049773768,Apartment,Private room,2,1.0,1.0,Real Bed,65.00,,,1,0.00,1,1125,1,100.0,10.0,8.0,10.0,10.0,10.0,10.0,f,flexible,f,f,f,0.07
63,6730758,100%,100%,t,1.0,Jamaica Plain,42.31451961008171,-71.10558689277725,Apartment,Private room,4,1.0,2.0,Real Bed,100.00,,,2,20.00,2,14,46,97.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,f,f,f,3.03
64,6248970,100%,100%,t,1.0,Jamaica Plain,42.321719666668685,-71.10345881692874,Apartment,Private room,1,1.0,1.0,Real Bed,65.00,,,1,0.00,3,30,68,96.0,10.0,9.0,10.0,10.0,9.0,10.0,f,moderate,f,f,f,4.29
65,12806707,71%,100%,f,1.0,Jamaica Plain,42.31679060385281,-71.11563042909579,House,Private room,1,1.0,1.0,Real Bed,60.00,,,1,0.00,2,1125,0,,,,,,,,f,flexible,f,f,f,
66,14246616,36%,93%,f,1.0,Jamaica Plain,42.31951000434093,-71.10537660326158,Apartment,Private room,2,1.0,1.0,Real Bed,63.00,,,1,0.00,2,5,3,73.0,9.0,5.0,10.0,10.0,9.0,9.0,f,flexible,f,f,f,2.73
67,3703674,100%,50%,f,1.0,Jamaica Plain,42.3152745679209,-71.11331605532412,Townhouse,Private room,2,1.0,1.0,Real Bed,75.00,200.00,,1,0.00,1,1125,4,100.0,9.0,10.0,10.0,9.0,10.0,9.0,f,flexible,f,f,f,0.62
68,4792901,,,f,1.0,Jamaica Plain,42.315499530265065,-71.11706562488624,House,Private room,2,1.0,1.0,Real Bed,65.00,,10.00,1,25.00,1,1125,2,90.0,9.0,9.0,9.0,9.0,10.0,9.0,f,strict,f,f,f,0.16
69,5717528,100%,100%,f,1.0,Jamaica Plain,42.31690480739987,-71.10519470648515,Apartment,Private room,1,1.0,1.0,Real Bed,110.00,,,1,0.00,1,34,7,94.0,10.0,10.0,10.0,9.0,9.0,9.0,f,strict,f,f,f,0.48
70,5601743,73%,100%,f,4.0,Jamaica Plain,42.31189728557806,-71.10315398376997,House,Private room,2,1.0,1.0,Real Bed,46.00,200.00,50.00,2,25.00,2,40,18,82.0,8.0,7.0,9.0,9.0,9.0,8.0,t,strict,f,f,f,1.46
71,13333862,60%,60%,f,2.0,Jamaica Plain,42.31706413362148,-71.10358571999897,Apartment,Private room,3,1.0,1.0,Real Bed,75.00,300.00,50.00,1,0.00,2,7,0,,,,,,,,f,strict,f,f,f,
72,519272,,,f,1.0,Jamaica Plain,42.30510762836565,-71.1064329714123,Apartment,Private room,2,1.5,1.0,Real Bed,62.00,150.00,25.00,2,50.00,3,10,9,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,f,f,f,0.31
73,14090779,100%,25%,f,2.0,Jamaica Plain,42.315907278454304,-71.11327327945847,Condominium,Private room,2,1.5,1.0,Real Bed,69.00,95.00,15.00,1,12.00,2,1125,0,,,,,,,,f,flexible,f,f,f,
74,8481291,,,f,1.0,Jamaica Plain,42.31265281789585,-71.0997233961363,Apartment,Private room,2,1.0,1.0,Real Bed,69.00,,20.00,1,15.00,2,29,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,f,f,f,0.36
75,6990904,50%,100%,f,2.0,Jamaica Plain,42.315300707630975,-71.09976783089705,House,Private room,2,2.0,1.0,Real Bed,73.00,,50.00,1,0.00,1,1125,19,99.0,10.0,9.0,10.0,10.0,9.0,10.0,f,moderate,f,f,f,1.35
76,197727,100%,75%,f,1.0,Jamaica Plain,42.3131970326139,-71.11832362091809,Apartment,Private room,1,1.0,1.0,Real Bed,85.00,,,1,20.00,2,180,22,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,f,0.36
77,932853,100%,56%,t,4.0,Jamaica Plain,42.31421511820314,-71.10940661048757,Apartment,Private room,2,2.0,1.0,Real Bed,120.00,500.00,80.00,1,20.00,1,1125,17,96.0,9.0,10.0,10.0,10.0,10.0,9.0,f,strict,f,f,f,0.41
78,11159585,100%,100%,f,1.0,Jamaica Plain,42.31256675906354,-71.12607998917959,House,Private room,2,3.5,2.0,Real Bed,125.00,100.00,,1,25.00,2,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,f,f,f,0.21
79,9677354,60%,88%,f,1.0,Jamaica Plain,42.316784624886786,-71.10731719179363,Apartment,Private room,1,1.0,1.0,Pull-out Sofa,70.00,,,1,0.00,1,1125,7,93.0,10.0,9.0,10.0,10.0,10.0,9.0,f,flexible,f,f,f,1.35
80,13426831,100%,0%,f,1.0,Jamaica Plain,42.31362611091293,-71.10819524530064,Condominium,Private room,2,1.0,1.0,Real Bed,100.00,95.00,10.00,1,0.00,1,3,0,,,,,,,,f,flexible,f,f,f,
81,7956634,67%,100%,f,1.0,Jamaica Plain,42.30370464676229,-71.11397057117235,Condominium,Private room,2,1.0,1.0,Real Bed,61.00,,10.00,1,0.00,1,1125,7,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,f,f,f,0.78
82,568234,100%,76%,f,2.0,Jamaica Plain,42.30334665895726,-71.10497371588909,House,Private room,4,1.0,2.0,Real Bed,125.00,,,2,50.00,1,60,132,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,f,2.61
83,1030500,100%,100%,f,1.0,Jamaica Plain,42.29106052288582,-71.11593555432006,Apartment,Private room,2,1.0,1.0,Real Bed,100.00,,,1,0.00,1,1125,14,88.0,9.0,9.0,10.0,10.0,8.0,9.0,f,flexible,f,f,f,0.35
84,13652374,33%,100%,f,1.0,Jamaica Plain,42.29763812447256,-71.11399252456933,Apartment,Private room,1,1.0,1.0,Real Bed,27.00,,5.00,1,0.00,1,1125,0,,,,,,,,f,flexible,f,f,f,
85,12930651,90%,92%,f,1.0,Jamaica Plain,42.305376789378734,-71.11324413343733,Apartment,Private room,2,1.0,1.0,Real Bed,80.00,,,1,0.00,2,1125,12,98.0,10.0,9.0,10.0,10.0,10.0,10.0,f,flexible,f,f,f,3.91
86,3997572,100%,57%,f,1.0,Jamaica Plain,42.31449926702607,-71.1122319203949,House,Private room,2,1.0,1.0,Real Bed,85.00,,,1,0.00,1,1125,3,100.0,10.0,10.0,10.0,10.0,9.0,9.0,f,flexible,f,f,f,0.12
87,4223387,100%,74%,f,1.0,Jamaica Plain,42.31738706631696,-71.10003065912305,House,Private room,3,1.0,2.0,Real Bed,75.00,,,1,25.00,1,3,43,91.0,9.0,10.0,10.0,10.0,9.0,9.0,f,flexible,f,f,f,1.83
88,12855396,78%,82%,f,6.0,Jamaica Plain,42.32423675203393,-71.10812404783636,House,Private room,1,1.0,1.0,Real Bed,57.00,,,1,0.00,7,1125,1,20.0,10.0,10.0,10.0,10.0,2.0,6.0,f,flexible,f,f,f,0.44
89,12426823,,,f,1.0,Jamaica Plain,42.322198384693365,-71.10629670951586,Apartment,Private room,2,1.0,1.0,Real Bed,100.00,,,1,0.00,1,1125,0,,,,,,,,f,moderate,f,f,f,
90,14361322,86%,100%,f,1.0,Jamaica Plain,42.32284647416693,-71.10517194647886,Apartment,Private room,1,1.0,1.0,Real Bed,40.00,,5.00,1,0.00,1,1125,0,,,,,,,,f,flexible,f,f,f,
91,2963419,67%,100%,f,1.0,Jamaica Plain,42.31803897447978,-71.11687373250301,House,Private room,1,1.0,1.0,Real Bed,100.00,,100.00,1,0.00,4,1125,20,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,f,0.71
92,5904732,100%,56%,f,3.0,Jamaica Plain,42.314064798157865,-71.09905545857005,House,Private room,2,2.5,1.0,Real Bed,70.00,100.00,20.00,1,0.00,1,1125,9,93.0,10.0,10.0,10.0,10.0,9.0,10.0,f,flexible,f,f,f,0.53
93,3591359,100%,89%,t,1.0,Jamaica Plain,42.325668119032656,-71.10543388992956,Apartment,Entire home/apt,4,1.0,2.0,Real Bed,190.00,,,2,15.00,4,1125,26,95.0,10.0,9.0,10.0,10.0,9.0,10.0,f,moderate,f,f,f,1.43
94,2538536,86%,100%,f,1.0,Jamaica Plain,42.3248744740374,-71.10556705192403,Apartment,Entire home/apt,3,1.0,1.0,Real Bed,149.00,,50.00,1,0.00,7,1125,17,95.0,9.0,9.0,10.0,10.0,10.0,10.0,f,flexible,f,f,f,0.59
95,4975581,90%,100%,f,1.0,Jamaica Plain,42.32038118596349,-71.11270172682764,Apartment,Entire home/apt,6,1.0,2.0,Real Bed,168.00,200.00,120.00,1,0.00,3,1125,47,94.0,9.0,10.0,10.0,10.0,9.0,9.0,f,moderate,f,f,f,2.57
96,4767023,100%,93%,f,2.0,Jamaica Plain,42.32327560623326,-71.1070588160843,House,Entire home/apt,5,2.0,4.0,Real Bed,205.00,,50.00,1,0.00,2,1125,9,87.0,10.0,9.0,10.0,10.0,8.0,9.0,f,moderate,f,f,f,0.7
97,6364042,100%,56%,f,3.0,Jamaica Plain,42.31362383219926,-71.09821200812918,House,Private room,2,2.5,1.0,Real Bed,65.00,100.00,15.00,1,0.00,1,1125,17,92.0,9.0,9.0,9.0,10.0,9.0,9.0,f,flexible,f,f,f,1.32
98,7986179,80%,100%,f,1.0,Jamaica Plain,42.321577937137754,-71.1141153320651,Apartment,Entire home/apt,2,1.0,1.0,Futon,75.00,,18.00,1,0.00,1,1125,5,92.0,10.0,9.0,10.0,10.0,9.0,10.0,f,flexible,f,f,f,1.5
99,14109003,,,f,1.0,Jamaica Plain,42.32267988827825,-71.11561971775167,Condominium,Entire home/apt,4,1.0,4.0,Real Bed,117.00,,15.00,1,0.00,1,1125,0,,,,,,,,t,flexible,f,f,f,
100,1109224,100%,100%,f,1.0,Jamaica Plain,42.320510860484134,-71.11215759278208,Apartment,Entire home/apt,8,2.0,6.0,Real Bed,429.00,400.00,,6,15.00,3,60,35,91.0,10.0,9.0,9.0,10.0,9.0,9.0,f,strict,t,f,f,0.95
101,1067184,90%,62%,f,1.0,Jamaica Plain,42.30633268571335,-71.11902460456069,Apartment,Private room,2,1.0,1.0,Real Bed,95.00,,,1,10.00,2,1125,53,95.0,9.0,9.0,10.0,9.0,10.0,9.0,f,flexible,f,f,f,1.32
102,13215952,80%,90%,f,2.0,Jamaica Plain,42.309920555941154,-71.11072691758285,Apartment,Private room,2,1.0,1.0,Real Bed,69.00,,20.00,1,0.00,1,7,0,,,,,,,,f,flexible,f,f,f,
103,777903,90%,69%,f,1.0,Jamaica Plain,42.30757425614119,-71.13463036679991,House,Private room,2,,1.0,Real Bed,85.00,,,1,0.00,1,1125,17,94.0,10.0,9.0,10.0,10.0,10.0,10.0,f,moderate,f,f,f,0.43
104,1301500,100%,100%,t,1.0,Jamaica Plain,42.30997682845222,-71.10962020956268,Apartment,Private room,2,1.0,1.0,Futon,69.00,,30.00,1,15.00,3,20,13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,f,1.17
105,8923817,100%,77%,f,4.0,Jamaica Plain,42.30907389692646,-71.11254191159419,House,Entire home/apt,2,1.0,1.0,Real Bed,165.00,800.00,,1,0.00,2,1125,9,93.0,9.0,10.0,10.0,10.0,10.0,9.0,f,flexible,f,f,f,0.85
106,14057466,100%,100%,f,1.0,Jamaica Plain,42.31357233912847,-71.11381932640091,Apartment,Entire home/apt,4,1.0,2.0,Real Bed,150.00,200.00,50.00,4,50.00,5,120,2,90.0,10.0,10.0,10.0,10.0,10.0,9.0,f,flexible,f,f,f,1.67
